ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2605,37,10,296.38,209625,4,8.468,2,0,0,0,0,0,0
2606,64,40,347.188,403001,4,10.1616,2,0,0,0,0,1,0
2607,46,22,618.164,226001,2,14.3956,1,1829.088,0,0,0,1,0
2608,57,33,414.932,590001,4,12.702,1,1812.152,0,1,1,1,1
2609,61,35,668.972,620001,2,16.936,1,1642.792,0,0,0,1,1
2610,42,18,1016.16,688001,2,63.51,1,0,0,1,0,0,0
2611,40,16,508.08,851101,2,27.0976,1,0,0,0,0,0,0
2612,33,8,660.504,494001,3,5.0808,2,0,0,0,0,1,0
2613,50,26,338.72,785001,4,9.3148,2,1109.308,0,0,0,0,0
2614,52,26,931.48,782001,2,45.7272,3,1727.472,1,1,1,1,0
2615,35,11,1354.88,533101,4,48.2676,3,0,1,1,0,0,0
2616,57,32,575.824,500001,4,5.9276,1,1617.388,0,0,0,1,1
2617,56,31,414.932,791102,2,13.5488,3,872.204,0,0,0,1,0
2618,44,20,550.42,744104,2,21.17,1,0,0,0,0,1,0
2619,23,-3,465.74,791113,3,20.3232,2,1227.86,0,0,0,1,0
2620,33,8,525.016,607001,3,19.4764,1,829.864,0,0,0,0,1
2621,48,22,1287.136,688001,1,0,1,0,0,0,0,0,0
2622,45,18,355.656,673001,3,21.17,2,0,0,0,0,0,0
2623,54,28,330.252,791111,4,5.9276,2,0,0,0,0,1,0
2624,42,17,939.948,673001,3,25.404,1,0,1,1,1,0,1
2625,47,21,694.376,403001,3,17.7828,1,0,0,0,0,0,0
2626,61,36,914.544,821115,4,28.7912,2,0,0,0,0,1,0
2627,53,27,499.612,854105,2,6.7744,3,0,0,0,0,1,0
2628,56,30,516.548,796470,3,21.17,1,1634.324,0,0,0,1,0
2629,33,6,660.504,524001,4,16.936,2,0,0,1,0,1,0
2630,44,18,152.424,822101,2,0.8468,3,0,0,0,0,1,0
2631,63,37,956.884,791102,4,14.3956,3,0,0,0,0,1,1
2632,47,20,525.016,799120,1,22.60956,2,0,0,0,0,1,0
2633,50,24,685.908,506001,1,41.4932,1,2100.064,0,0,0,1,0
2634,49,25,110.084,450001,3,3.3872,1,897.608,0,0,0,1,0
2635,34,9,635.1,782001,1,23.7104,1,1642.792,0,0,0,0,0
2636,40,14,279.444,791113,2,6.7744,3,753.652,0,0,0,1,0
2637,38,13,1515.772,737103,1,34.7188,1,0,0,0,0,1,0
2638,51,26,584.292,424001,3,16.936,2,0,0,0,0,1,0
2639,28,4,381.06,403601,1,8.468,3,0,0,0,0,1,0
2640,52,26,499.612,360001,3,25.404,2,0,0,0,0,1,0
2641,39,13,685.908,176215,2,23.7104,1,0,0,0,0,1,0
2642,29,5,1126.244,362001,1,45.7272,1,1795.216,0,0,0,1,0
2643,54,29,685.908,495223,2,0,3,0,0,0,0,1,0
2644,63,38,118.552,390001,4,3.3872,2,728.248,0,0,0,1,1
2645,40,14,237.104,741001,2,6.7744,3,0,0,0,0,0,0
2646,36,12,787.524,160001,2,18.6296,1,0,0,0,0,1,0
2647,45,20,1617.388,641001,3,22.0168,3,1041.564,1,0,0,0,0
2648,61,37,1312.54,335001,1,24.5572,1,0,0,0,0,1,0
2649,26,0,1312.54,782001,2,60.9696,1,0,0,0,0,0,0
2650,33,8,575.824,494001,4,11.0084,1,0,0,0,0,1,0
2651,64,40,440.336,680001,2,9.3148,1,1913.768,0,0,0,0,0
2652,43,17,431.868,517501,1,5.9276,3,0,0,0,0,0,0
2653,24,0,372.592,753001,4,13.5488,1,1524.24,0,0,0,1,0
2654,30,5,1024.628,841301,2,26.2508,1,3454.944,0,0,0,1,0
2655,60,36,414.932,628001,4,18.6296,1,1727.472,0,1,0,1,0
2656,50,26,355.656,821115,2,8.468,3,660.504,0,1,0,1,0
2657,40,15,1219.392,360001,1,34.7188,1,0,0,0,0,0,0
2658,31,6,609.696,246149,1,22.0168,2,0,0,0,0,1,0
2659,30,4,372.592,248001,1,12.702,1,923.012,0,0,0,0,0
2660,60,35,364.124,815301,3,7.6212,3,1481.9,0,0,0,0,0
2661,39,14,626.632,680001,1,0.8468,2,1219.392,0,1,0,1,0
2662,66,41,1227.86,507101,1,21.17,1,0,0,0,0,1,0
2663,65,41,1337.944,110001,2,17.7828,1,0,0,0,0,0,0
2664,54,28,660.504,791104,4,41.4932,1,0,0,0,0,0,0
2665,54,29,1304.072,791104,1,20.3232,2,2980.736,1,0,0,1,0
2666,35,9,889.14,495001,2,38.106,3,0,0,0,0,0,0
2667,32,7,846.8,673001,3,5.0808,2,0,0,0,0,1,0
2668,63,39,491.144,796321,1,0,2,0,0,0,0,1,0
2669,60,35,956.884,248001,1,7.6212,1,3438.008,0,0,0,1,0
2670,43,18,84.68,403001,2,0.8468,2,0,0,1,0,0,1
2671,59,33,1202.456,194302,2,22.8636,1,0,0,0,0,0,0
2672,62,37,1083.904,600001,1,21.17,1,0,0,0,0,0,0
2673,30,5,1109.308,821115,3,4.234,3,0,1,0,0,0,0
2674,54,30,745.184,799203,4,8.468,2,1033.096,0,0,0,1,0
2675,30,6,855.268,494001,2,5.0808,1,0,0,0,0,1,0
2676,31,1,592.76,795001,2,14.819,3,0,0,0,1,1,1
2677,44,20,1033.096,263139,1,2.5404,1,0,0,1,0,1,0
2678,32,8,592.76,482001,3,12.702,1,0,0,0,0,1,0
2679,63,38,1253.264,176001,2,36.4124,3,0,1,0,0,1,0
2680,57,32,364.124,492001,2,17.7828,3,1405.688,0,0,0,1,0
2681,60,30,262.508,411001,1,12.702,3,0,0,0,0,1,0
2682,37,11,296.38,620001,2,6.7744,3,0,0,0,0,0,0
2683,53,27,685.908,842001,4,22.0168,3,0,0,0,0,1,0
2684,51,25,160.892,494001,1,11.8552,3,829.864,0,0,0,0,0
2685,30,5,829.864,194101,4,15.2424,3,1092.372,0,1,1,1,1
2686,28,2,855.268,400001,4,17.7828,3,0,0,0,0,1,0
2687,50,24,685.908,762001,2,3.3872,3,0,0,0,0,0,0
2688,52,27,1143.18,737135,1,5.0808,1,3827.536,0,0,0,1,0
2689,56,30,287.912,148001,2,5.9276,2,0,0,0,0,1,0
2690,40,16,880.672,262701,1,28.7912,1,2108.532,0,0,0,0,0
2691,64,38,245.572,246149,3,5.9276,2,0,0,0,0,1,0
2692,61,36,1007.692,201001,2,45.7272,2,0,1,0,0,1,0
2693,46,20,694.376,509001,2,14.3956,2,0,0,0,0,1,1
2694,55,29,525.016,495001,1,1.6936,1,0,0,0,0,1,0
2695,45,19,719.78,503001,3,17.7828,1,0,0,0,0,1,1
2696,40,15,67.744,515001,2,0.8468,2,0,0,0,0,0,0
2697,63,37,660.504,396230,4,14.3956,3,0,0,0,0,1,0
2698,57,32,372.592,250001,3,4.234,2,0,0,0,0,1,0
2699,38,14,1033.096,194302,2,67.744,1,0,0,0,0,1,1
2700,37,11,186.296,756001,3,0.8468,2,965.352,0,0,0,0,0
2701,31,5,330.252,737103,4,18.6296,2,0,0,0,0,1,1
2702,50,26,465.74,782001,1,13.5488,2,0,0,0,0,1,0
2703,42,18,1219.392,442001,2,51.6548,1,1337.944,0,0,0,0,0
2704,51,27,601.228,473001,1,22.0168,2,0,0,0,0,0,1
2705,38,13,1617.388,624001,2,25.404,1,0,0,0,0,1,0
2706,53,26,186.296,494001,1,4.234,2,846.8,0,0,0,1,0
2707,43,17,1337.944,793120,1,20.3232,1,0,0,0,0,1,0
2708,35,9,1109.308,796321,3,2.5404,3,0,1,0,1,1,1
2709,49,24,635.1,462001,1,23.7104,2,1354.88,0,0,0,0,1
2710,28,4,584.292,744101,3,5.9276,2,1439.56,0,0,0,0,0
2711,51,27,330.252,791102,2,6.7744,1,0,0,0,0,0,0
2712,39,14,287.912,797001,4,14.3956,1,0,0,0,0,1,1
2713,31,7,270.976,799120,1,14.3956,1,0,0,0,0,1,0
2714,44,18,1092.372,797112,1,48.2676,1,0,0,0,0,1,0
2715,46,20,1337.944,143001,3,45.7272,1,3658.176,1,0,0,0,1
2716,42,18,457.272,682555,1,15.2424,1,0,0,0,0,1,0
2717,41,17,287.912,507101,1,16.936,2,0,0,0,0,0,0
2718,23,-2,381.06,737135,4,5.0808,2,0,0,0,0,1,1
2719,59,33,575.824,841301,2,19.4764,3,0,0,1,0,0,0
2720,47,21,448.804,737103,1,12.702,2,0,0,0,0,1,0
2721,48,23,270.976,784001,1,0.8468,1,0,0,0,0,0,1
2722,58,33,1464.964,628001,2,60.9696,3,0,1,0,0,1,0
2723,58,34,262.508,582101,4,3.3872,1,0,0,0,0,0,0
2724,54,29,609.696,362001,2,31.3316,1,1219.392,0,0,0,1,0
2725,49,24,254.04,821115,4,3.3872,2,1329.476,0,0,1,1,1
2726,63,38,1168.584,122001,1,21.17,1,0,0,0,0,1,0
2727,62,37,152.424,194302,1,12.702,2,1075.436,0,0,0,0,0
2728,45,19,584.292,682001,1,23.7104,1,1862.96,0,0,0,1,1
2729,39,13,491.144,797001,3,17.7828,1,2091.596,0,0,0,1,0
2730,58,34,533.484,533101,4,12.702,1,0,0,0,0,1,0
2731,56,30,364.124,175101,2,2.5404,1,0,0,1,0,0,0
2732,29,5,237.104,151001,1,1.6936,3,0,0,0,0,1,0
2733,33,9,321.784,263001,1,17.7828,3,1126.244,0,0,0,0,0
2734,55,29,609.696,190001,3,2.5404,2,1244.796,0,0,0,0,0
2735,56,31,541.952,700001,4,7.6212,1,0,0,0,0,1,0
2736,36,12,592.76,582101,3,22.0168,2,1397.22,0,0,0,1,0
2737,53,29,101.616,151001,1,2.5404,1,0,0,0,0,0,0
2738,57,31,1346.412,509001,2,4.234,1,0,0,0,0,0,0
2739,35,9,872.204,331001,2,38.106,3,0,0,0,0,1,0
2740,43,18,355.656,494001,1,2.5404,3,0,0,0,0,1,0
2741,54,29,406.464,390001,2,17.7828,3,1202.456,0,0,0,1,0
2742,29,3,414.932,173001,1,12.702,1,0,0,0,0,0,0
2743,39,14,753.652,769001,2,3.3872,1,0,0,0,0,1,0
2744,32,8,186.296,125001,4,5.9276,2,0,0,0,0,1,1
2745,51,27,84.68,691001,2,1.6936,1,728.248,0,0,0,0,0
2746,50,25,321.784,673001,1,11.0084,2,1016.16,0,0,0,0,1
2747,54,29,414.932,201001,2,17.7828,3,804.46,0,0,0,1,1
2748,38,12,254.04,686001,2,11.8552,3,0,0,0,0,0,1
2749,32,7,694.376,190001,1,22.0168,2,2032.32,0,0,1,1,1
2750,62,37,694.376,796001,1,6.7744,3,2642.016,0,0,0,1,0
2751,57,33,203.232,335001,1,0.8468,2,0,0,0,0,0,0
2752,47,23,270.976,605001,4,5.0808,1,1321.008,0,0,0,1,1
2753,51,25,287.912,762001,3,7.6212,3,939.948,0,0,0,1,0
2754,54,27,1651.26,834001,2,40.223,2,4039.236,1,0,0,0,0
2755,26,1,516.548,769001,4,18.6296,1,1007.692,0,0,0,0,0
2756,37,11,186.296,473001,3,0.8468,2,0,0,0,0,1,1
2757,27,0,338.72,395003,4,8.468,3,0,0,0,0,1,0
2758,63,38,423.4,815301,2,23.7104,1,1735.94,0,0,0,0,0
2759,62,36,296.38,522001,2,5.9276,3,0,0,1,0,0,1
2760,59,33,541.952,176215,3,2.5404,2,0,0,0,0,0,0
2761,32,7,414.932,797112,3,19.4764,1,0,0,0,0,1,0
2762,35,8,372.592,686001,4,8.468,2,1625.856,0,0,0,0,1
2763,56,31,550.42,800001,2,31.3316,1,0,0,0,0,1,0
2764,55,31,110.084,421001,4,5.9276,1,0,0,0,0,1,0
2765,31,5,711.312,131001,1,24.5572,3,889.14,0,0,0,0,1
2766,54,29,237.104,530017,4,1.6936,2,855.268,0,0,0,1,0
2767,58,32,914.544,753001,3,37.2592,1,0,0,0,0,1,0
2768,48,24,499.612,495223,1,0,1,1219.392,0,0,0,1,0
2769,48,22,1380.284,123401,1,20.3232,1,3353.328,0,0,0,1,0
2770,33,9,1549.644,244001,2,74.5184,3,4928.376,1,0,0,1,0
2771,36,6,584.292,794002,4,33.872,3,0,0,0,0,1,0
2772,41,16,973.82,509001,1,59.276,1,0,0,0,0,0,0
2773,55,31,1100.84,756001,4,55.042,1,0,1,0,0,0,1
2774,63,37,1566.58,143001,2,66.8972,2,3031.544,1,0,0,1,0
2775,53,29,999.224,500001,2,2.5404,1,0,0,0,0,1,0
2776,38,13,1380.284,721301,1,34.7188,1,0,0,0,0,0,0
2777,46,20,1185.52,769001,2,53.3484,1,3217.84,0,0,0,1,1
2778,59,33,770.588,691001,2,5.9276,2,0,0,0,0,1,1
2779,56,31,516.548,497001,4,11.0084,3,0,0,0,0,1,1
2780,59,35,1422.624,226001,4,34.7188,2,0,1,0,0,1,0
2781,39,13,584.292,791111,3,7.6212,2,0,0,0,0,0,0
2782,47,21,186.296,580001,1,1.6936,1,880.672,0,0,0,0,0
2783,47,22,448.804,769001,1,2.5404,1,1803.684,0,0,0,0,0
2784,53,26,211.7,403601,2,8.468,2,0,0,0,1,1,1
2785,36,9,973.82,736101,4,18.6296,2,0,1,0,0,0,0
2786,34,9,262.508,600001,4,9.3148,3,719.78,0,1,1,1,1
2787,36,10,702.844,176001,1,23.7104,3,0,0,0,0,0,1
2788,60,34,1287.136,605001,2,58.4292,1,0,0,0,0,0,0
2789,45,20,254.04,628001,1,0.8468,1,0,0,0,0,1,0
2790,27,3,287.912,781001,1,1.6936,3,0,0,0,0,1,1
2791,47,22,372.592,700001,1,11.8552,3,0,0,0,0,1,1
2792,44,20,1541.176,791113,2,64.3568,1,0,0,0,0,0,0
2793,54,30,372.592,796470,3,12.702,1,990.756,0,0,0,1,0
2794,57,33,1033.096,190001,2,50.808,1,1295.604,0,1,1,1,1
2795,52,26,296.38,582101,4,15.2424,1,0,0,0,0,1,0
2796,51,25,770.588,793001,1,6.7744,3,0,0,0,0,0,0
2797,57,32,254.04,580001,2,16.936,2,0,0,0,0,0,0
2798,65,39,448.804,713101,1,21.17,3,0,0,0,0,1,0
2799,58,33,237.104,815301,1,2.5404,3,0,0,0,0,1,0
2800,64,39,719.78,826001,4,28.7912,2,1693.6,0,0,0,1,0
2801,52,26,237.104,563101,2,5.9276,2,762.12,0,0,0,1,1
2802,58,34,347.188,321001,4,3.3872,1,1498.836,0,0,0,1,0
2803,52,22,1304.072,521001,1,42.34,3,0,1,1,1,1,0
2804,43,18,347.188,517501,1,2.5404,3,0,0,0,0,1,0
2805,56,32,279.444,363001,3,12.702,1,0,0,0,0,0,0
2806,37,12,1541.176,421001,3,49.1144,3,0,1,0,0,1,0
2807,53,27,499.612,734001,2,6.7744,3,0,0,0,0,1,0
2808,27,2,1092.372,799001,2,27.9444,1,0,0,1,0,0,0
2809,53,27,296.38,797109,3,7.6212,3,1151.648,0,0,0,1,0
2810,42,16,1566.58,442001,3,18.6296,2,0,1,1,1,1,1
2811,58,34,381.06,380001,4,11.0084,2,1702.068,0,0,0,0,0
2812,36,12,525.016,791104,4,0.8468,2,1227.86,0,0,0,0,0
2813,53,28,1549.644,457001,3,69.4376,3,3954.556,1,0,1,1,1
2814,48,22,118.552,131001,2,0.8468,3,0,0,0,0,1,0
2815,54,28,448.804,736101,1,18.6296,3,0,0,0,0,1,1
2816,26,1,406.464,624001,3,22.0168,3,1431.092,0,0,0,0,0
2817,50,26,1083.904,273001,2,3.3872,1,0,0,0,0,1,0
2818,31,7,889.14,194302,1,33.872,1,2802.908,0,0,0,1,0
2819,35,9,338.72,134003,3,7.6212,1,0,0,0,0,1,1
2820,63,37,84.68,834001,2,3.3872,1,0,0,0,0,1,0
2821,29,4,863.736,795001,2,27.9444,1,2565.804,0,0,0,0,0
2822,57,32,262.508,799203,3,0.8468,2,0,0,0,0,1,0
2823,30,5,254.04,194101,4,6.7744,1,1337.944,0,0,0,1,0
2824,33,7,177.828,737103,1,5.0808,3,0,0,1,0,0,0
2825,62,36,372.592,176215,2,2.5404,1,0,0,0,0,0,0
2826,35,10,406.464,507101,1,21.17,3,1388.752,0,0,0,1,0
2827,37,11,177.828,786001,3,1.6936,2,0,0,0,0,1,0
2828,37,11,711.312,503001,4,18.6296,2,0,0,0,0,1,1
2829,35,10,541.952,781001,3,5.9276,2,1947.64,0,0,0,1,0
2830,35,9,694.376,769001,1,21.17,1,1168.584,0,0,0,0,0
2831,59,35,330.252,522001,4,11.0084,1,0,0,0,0,1,0
2832,53,27,381.06,521001,2,6.7744,3,0,0,0,0,1,1
2833,45,21,1126.244,769001,4,48.2676,3,0,1,0,1,1,1
2834,46,22,1287.136,691001,2,11.8552,1,0,0,0,0,1,0
2835,40,16,101.616,737135,1,8.468,1,770.588,0,1,0,0,0
2836,42,16,270.976,482001,3,12.702,1,1261.732,0,0,0,1,0
2837,25,1,626.632,380001,4,22.0168,1,1727.472,0,0,0,0,0
2838,39,14,457.272,151001,2,9.3148,2,1346.412,0,0,0,0,1
2839,30,6,1532.708,791102,3,34.7188,2,0,1,0,1,1,1
2840,58,33,635.1,457001,2,0,3,0,0,0,0,1,0
2841,41,15,804.46,494001,3,0.8468,1,2032.32,0,1,0,0,0
2842,37,11,1608.92,495223,4,61.8164,2,4784.42,1,0,1,1,0
2843,36,11,762.12,605001,1,23.7104,1,0,0,0,0,1,0
2844,27,3,169.36,151001,4,8.468,1,1134.712,0,0,0,1,1
2845,60,34,541.952,680001,3,18.6296,3,0,0,0,0,0,0
2846,62,36,719.78,209625,2,14.3956,3,829.864,0,0,0,0,0
2847,67,43,889.14,302001,4,14.3956,2,0,0,0,0,1,0
2848,44,18,177.828,759001,1,1.6936,1,0,0,0,0,1,0
2849,24,-1,660.504,440001,2,15.2424,2,0,0,0,0,0,0
2850,45,21,1337.944,509001,2,56.48156,1,1117.776,0,0,0,1,1
2851,58,34,1058.5,400001,1,36.4124,1,1854.492,0,0,0,0,0
2852,61,36,685.908,147001,3,15.2424,2,0,0,0,0,1,0
2853,54,29,1549.644,791104,1,68.5908,1,0,0,0,0,1,1
2854,28,3,457.272,450001,4,5.0808,2,0,0,0,0,1,0
2855,49,24,668.972,492001,4,30.4848,3,1795.216,0,0,0,1,0
2856,35,11,321.784,452001,1,12.702,2,1151.648,0,0,0,1,0
2857,36,10,1456.496,431001,4,8.468,2,2498.06,1,0,0,1,0
2858,34,8,1558.112,781001,3,63.51,1,0,1,0,0,0,0
2859,36,11,1337.944,482001,2,66.0504,1,965.352,0,0,0,1,1
2860,35,11,1591.984,364001,1,7.6212,3,2387.976,1,0,0,1,0
2861,27,2,169.36,110001,4,4.234,3,0,0,0,0,1,0
2862,42,18,508.08,680001,4,1.6936,3,1278.668,0,0,0,0,1
2863,65,39,956.884,492001,4,20.3232,3,0,0,0,0,1,0
2864,29,5,592.76,421001,4,0,1,0,0,0,0,1,1
2865,65,41,711.312,500001,2,0,3,0,0,0,0,1,1
2866,59,33,194.764,360001,2,1.6936,3,0,0,0,0,1,0
2867,46,22,1193.988,734001,2,27.9444,1,0,0,1,1,1,1
2868,59,33,931.48,842001,3,37.2592,1,2235.552,0,0,0,1,0
2869,52,26,262.508,791113,4,15.2424,1,0,0,0,0,1,1
2870,60,35,186.296,201001,1,11.0084,1,677.44,0,0,0,0,0
2871,43,17,770.588,390001,1,44.0336,1,0,0,1,0,0,0
2872,65,39,694.376,403802,4,20.3232,3,2133.936,0,0,0,1,0
2873,50,26,194.764,462001,1,2.5404,1,0,0,0,0,0,0
2874,48,23,296.38,797001,1,0.8468,1,0,0,1,0,1,0
2875,49,25,965.352,800001,1,21.17,3,0,1,0,0,1,0
2876,58,33,152.424,521001,3,0.8468,2,0,0,0,0,1,1
2877,24,-2,677.44,721301,2,13.5488,3,2015.384,0,0,0,0,0
2878,58,32,626.632,521001,2,19.4764,3,0,0,0,0,0,1
2879,45,19,1033.096,302001,4,34.7188,2,0,1,0,0,1,0
2880,42,15,618.164,363001,3,19.73044,2,0,0,0,0,0,0
2881,64,40,338.72,209625,2,9.3148,1,0,0,0,0,1,0
2882,49,25,465.74,799203,4,0.8468,3,0,0,0,0,1,0
2883,55,31,584.292,799203,1,22.8636,2,0,0,1,0,0,1
2884,40,14,779.056,791102,4,11.8552,2,0,0,0,0,1,0
2885,28,2,406.464,695001,4,17.7828,3,0,0,0,0,1,1
2886,57,31,956.884,797001,4,5.0808,3,2769.036,1,0,0,1,0
2887,50,25,491.144,815301,1,11.0084,2,0,0,0,0,1,0
2888,40,16,923.012,321001,2,18.6296,1,0,0,0,0,1,0
2889,55,28,330.252,796470,3,8.468,2,0,0,0,0,1,1
2890,53,29,279.444,533101,3,16.0892,2,1219.392,0,0,0,0,0
2891,48,24,152.424,173001,4,1.6936,1,0,0,0,0,1,1
2892,59,33,533.484,791120,1,13.5488,1,0,0,0,0,1,1
2893,58,32,364.124,342001,1,23.7104,2,0,0,0,0,1,0
2894,38,14,592.76,734001,4,16.936,3,0,0,0,0,1,0
2895,49,25,160.892,148001,1,7.6212,3,0,0,0,0,0,0
2896,60,36,330.252,795133,4,11.0084,2,1185.52,0,0,0,1,0
2897,54,28,685.908,624001,3,6.7744,1,0,0,0,0,0,0
2898,28,2,287.912,795133,4,11.0084,3,0,0,0,0,0,0
2899,27,1,1185.52,791111,1,49.9612,2,1481.9,1,1,1,1,0
2900,42,18,965.352,800001,1,2.5404,1,0,0,0,0,0,0
2901,52,28,465.74,209625,2,27.0976,3,1278.668,0,0,0,0,0
2902,54,30,177.828,515001,1,0.8468,2,643.568,0,0,0,1,0
2903,56,30,423.4,753001,4,23.7104,2,0,0,1,0,1,0
2904,58,34,347.188,848101,3,12.702,1,0,0,0,0,1,1
2905,56,32,1608.92,695001,3,18.6296,1,0,1,0,1,1,0
2906,64,40,67.744,151001,2,2.5404,3,0,0,0,0,1,0
2907,35,8,465.74,403001,2,14.14156,2,0,0,0,0,1,0
2908,45,20,338.72,470001,2,11.0084,1,0,0,0,0,0,1
2909,57,32,186.296,160001,3,0.8468,2,0,0,0,0,1,0
2910,35,8,372.592,737135,2,14.14156,2,0,0,1,0,0,1
2911,46,22,863.736,201001,3,38.106,3,0,1,0,0,1,0
2912,30,4,457.272,521001,4,15.2424,3,1989.98,0,0,0,1,0
2913,44,20,1100.84,522001,4,27.0976,2,0,1,0,0,0,0
2914,39,12,635.1,785001,3,19.73044,2,0,0,0,0,1,1
2915,42,18,355.656,834001,2,14.3956,1,0,0,0,0,1,0
2916,34,9,1126.244,400001,1,32.1784,1,0,0,0,0,1,0
2917,46,20,338.72,795133,1,10.1616,2,0,0,0,0,1,0
2918,55,31,287.912,641001,3,12.702,1,855.268,0,0,0,1,0
2919,28,3,1202.456,521001,1,6.7744,1,0,0,0,0,1,0
2920,35,10,541.952,533101,3,19.4764,1,0,0,0,1,1,1
2921,60,35,372.592,141001,2,13.5488,3,1439.56,0,0,0,1,0
2922,50,24,804.46,624001,1,2.5404,1,2218.616,0,0,0,1,0
2923,52,26,414.932,364001,1,11.8552,3,0,0,0,0,1,0
2924,51,27,101.616,605001,2,1.6936,1,0,0,0,0,0,0
2925,51,26,829.864,686001,1,11.0084,3,0,0,0,0,1,1
2926,59,35,355.656,421001,4,3.3872,1,0,0,0,0,1,0
2927,53,28,372.592,781001,2,5.0808,3,0,0,0,0,1,1
2928,43,17,1050.032,176001,1,44.0336,1,0,0,0,0,0,0
2929,31,6,1481.9,762001,2,56.7356,1,0,0,0,0,1,0
2930,32,6,186.296,173001,4,2.5404,1,0,0,0,0,0,0
2931,41,17,660.504,799001,4,22.60956,1,838.332,0,0,0,1,0
2932,31,4,457.272,682555,2,8.468,2,923.012,0,0,0,0,1
2933,41,16,1304.072,403721,1,59.276,1,0,0,0,0,0,1
2934,47,22,355.656,854105,3,22.8636,2,0,0,0,0,1,0
2935,37,13,1651.26,131001,2,55.042,1,5377.18,0,0,0,1,0
2936,53,23,677.44,380001,1,25.404,3,0,0,0,0,1,1
2937,49,22,685.908,600001,3,16.936,2,0,0,0,0,1,0
2938,62,36,753.652,194101,2,16.936,1,0,0,0,0,1,1
2939,33,9,516.548,799001,3,22.0168,2,0,0,0,0,1,0
2940,54,24,211.7,143001,4,3.3872,3,0,0,0,0,0,1
2941,27,3,364.124,795001,3,0.8468,2,1380.284,0,0,0,1,0
2942,60,35,1033.096,176001,1,22.0168,1,2980.736,0,0,0,0,0
2943,29,5,1354.88,793001,1,36.4124,1,3260.18,0,0,0,1,0
2944,56,32,702.844,209625,4,13.5488,2,0,0,0,0,0,0
2945,55,30,668.972,173001,2,0,3,0,0,0,0,0,0
2946,45,19,254.04,244001,3,4.234,2,0,0,0,0,1,1
2947,33,9,1227.86,575001,1,36.4124,1,3700.516,0,0,0,1,0
2948,45,21,1278.668,744101,2,27.9444,1,2777.504,0,0,0,0,0
2949,44,18,118.552,201001,2,0.8468,3,829.864,0,0,0,0,1
2950,37,11,160.892,171001,3,1.6936,2,0,0,0,0,1,0
2951,42,16,465.74,848101,1,5.9276,3,1143.18,0,0,0,1,0
2952,26,2,1117.776,244001,2,20.3232,3,0,1,0,0,0,1
2953,33,8,1541.176,797001,1,72.8248,1,0,0,0,0,0,0
2954,61,36,660.504,796001,3,4.234,1,0,0,0,0,1,1
2955,31,7,355.656,127021,1,20.3232,2,0,0,0,0,1,1
2956,54,29,372.592,607001,2,19.4764,3,1583.516,0,0,0,1,0
2957,62,38,1651.26,500001,4,44.0336,3,4420.296,1,0,1,1,1
2958,61,36,448.804,795114,3,4.234,2,0,0,0,0,1,0
2959,66,41,550.42,795133,3,20.3232,1,0,0,0,0,0,0
2960,38,12,364.124,364001,4,1.6936,1,0,0,0,0,0,0
2961,55,29,321.784,147001,4,12.702,3,0,0,0,0,0,1
2962,60,36,423.4,282001,1,15.2424,3,0,0,0,0,1,0
2963,23,-2,685.908,560001,2,15.2424,2,0,0,0,0,0,0
2964,29,3,347.188,226001,1,16.0892,3,0,0,0,0,1,1
2965,35,10,618.164,250001,3,19.4764,1,0,0,0,0,1,0
2966,53,27,262.508,815301,2,3.3872,3,880.672,0,0,0,0,1
2967,32,7,711.312,791111,3,5.0808,2,0,0,0,0,1,1
2968,38,14,804.46,756001,2,16.0892,1,0,0,0,0,1,1
2969,44,18,1371.816,250001,4,11.0084,1,2548.868,1,0,0,0,0
2970,43,18,508.08,688001,2,18.6296,3,973.82,0,0,0,0,0
2971,54,30,1024.628,791120,2,9.3148,3,0,1,1,0,0,0
2972,52,25,364.124,793120,3,8.468,2,1397.22,0,0,1,1,1
2973,31,7,321.784,190001,1,15.2424,2,1541.176,0,0,1,1,1
2974,47,22,694.376,175101,1,24.5572,1,2337.168,0,0,0,1,0
2975,42,18,440.336,831001,4,16.0892,1,0,0,0,0,1,0
2976,57,33,364.124,736101,3,12.702,1,1422.624,0,0,0,0,1
2977,33,8,694.376,781001,1,22.0168,2,0,0,1,1,1,1
2978,35,10,1363.348,506001,1,34.7188,1,0,0,1,0,1,0
2979,56,30,203.232,335001,2,5.9276,2,0,0,0,0,1,0
2980,57,32,863.736,250001,1,22.0168,1,0,0,0,0,1,0
2981,25,-1,448.804,600001,3,20.3232,2,0,0,0,0,0,0
2982,53,28,719.78,524001,1,10.1616,1,0,0,0,0,0,0
2983,59,33,939.948,791111,3,37.2592,1,0,0,0,0,1,0
2984,56,32,762.12,521001,2,2.5404,1,0,0,0,0,1,1
2985,54,28,795.992,194302,2,9.3148,1,1591.984,0,0,0,0,0
2986,48,23,533.484,491001,4,30.4848,3,0,0,0,0,0,0
2987,55,30,1295.604,160001,2,23.7104,2,0,1,1,1,1,0
2988,33,7,330.252,521001,2,16.936,3,0,0,0,0,0,0
2989,46,21,1735.94,851101,2,74.5184,1,1532.708,0,1,0,1,0
2990,42,18,1202.456,335001,1,28.7912,1,4200.128,0,0,0,1,0
2991,49,25,1380.284,744104,2,3.3872,1,0,0,1,0,0,0
